event_id,mmsi,mmsi_cate,ship_name,imo,begin_time,end_time,begin_lng,begin_lat,end_lng,end_lat,middle_lng,middle_lat,avg_lng,avg_lat,middle_hdg,max_hdg,min_hdg,middle_sog,max_sog,middle_cog,max_cog,min_cog,max_rot,min_rot,middle_rot,point_num,avg_speed,avg_steady_speed,sailing_distance,zone_id,navistate,now_port_name,now_port_id,now_dock_name,now_dock_id,now_berth_name,now_berth_id,now_port_lng,now_port_lat,event_categories,province,country,event_cate,begin_year,begin_month,begin_day
20230825000629751137010,0,,,,1692921972.0,1693007727.0,117.51761099999999,22.627274999999997,117811131.0,27977300.0,117517480.0,29888931.0,120760123.0,30427849.0,0.0,0.0,0.0,3.0,19.0,12590.0,35950.0,300.0,0.0,0.0,0.0,160.0,0.0,,0.0,2387975.0,15.0,dongshan,3221.0,Dadong Petrochemical Terminal,1645.0,-1,-1.0,,28.1579,low_speed_event,,China-People'sRepublicOf,0.0,2023,8,25
20230827000529751137010,0,,,,1693094704.0,1693412377.0,117.810981,23.668521,109222100.0,30238900.0,120283931.0,30409225.0,117517617.0,28104001.0,0.0,29900.0,0.0,7.0,77.0,31950.0,35980.0,440.0,0.0,0.0,0.0,140.0,0.0,,0.0,2387975.0,15.0,dongshan,3221.0,Dadong Petrochemical Terminal,1645.0,-1,-1.0,121.6226,27.9681,low_speed_event,,China-People'sRepublicOf,0.0,2023,8,27
20230801000030021126110,1,,,,1690848021.0,1692662361.0,122.20545,30.409356,121567166.0,22627286.0,122480666.0,30238781.0,121087969.0,28261973.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,,0.0,2427602.0,0.0,kaohsiung,16957.0,Penglai Commercial Harbour,2610.0,-1,-1.0,120.2829,,low_speed_event,,Taiwan-china,0.0,2023,8,1
20230823000230021126110,1,,,,1692748941.0,1693497322.0,120.745115,22.627201,120283926.0,27977326.0,121565486.0,28103900.0,122480425.0,19716691.0,0.0,0.0,0.0,0.0,11.0,0.0,3450.0,0.0,0.0,0.0,0.0,547.0,0.0,,0.0,2427602.0,0.0,kaohsiung,16957.0,Penglai Commercial Harbour,2610.0,-1,-1.0,117.5123,27.9681,low_speed_event,,Taiwan-china,1.0,2023,8,23
2023080902313015118221A,2,A,,,1691548298.0,1691566094.0,120.7451,27.977331,117517600.0,27977306.0,117517706.0,28524316.0,120283967.0,22627269.0,0.0,0.0,0.0,0.0,2.0,600.0,600.0,600.0,0.0,0.0,0.0,4.0,0.0,,0.0,2226015.0,0.0,songmen,3565.0,-1,-1.0,-1,-1.0,122.4619051,28.3547,low_speed_event,,China-People'sRepublicOf,0.0,2023,8,9
2023081100152978113621A,2,A,,,1691712950.0,1691732296.0,121.56542599999999,30.420916,122443850.0,27977281.0,122462831.0,27977400.0,109222010.0,27977296.0,0.0,0.0,0.0,9.0,39.0,19220.0,34660.0,0.0,0.0,0.0,0.0,17.0,0.2405170343160169,,0.0889636999999999,2391578.0,0.0,,,,,,,122.2025,27.74491,low_speed_event,,,0.0,2023,8,11
2023081503012892109721A,2,A,,,1692068501.0,1692107998.0,121.953131,27.977265,120745156.0,22627206.0,120745165.0,23747126.0,120283925.0,30420924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,2531892.0,15.0,yangpu,3678.0,SDIC Yangpu Port,1400.0,-1,-1.0,121.9589188,,low_speed_event,,China-People'sRepublicOf,0.0,2023,8,15
2023082304203018118121A,2,A,,,1692764427.0,1692768389.0,109.221931,27.977265,122480500.0,29888931.0,120745150.0,27977331.0,122464612.0,22627259.0,0.0,0.0,0.0,7.0,18.0,13220.0,29580.0,300.0,0.0,0.0,0.0,7.0,0.0,,0.0,2229618.0,15.0,,,,,,,120.7937,19.733,low_speed_event,,,0.0,2023,8,23
2023080100063022120231A,3,A,,,1690848363.0,1691216355.0,120.745115,30.426266,117517650.0,27977316.0,121586546.0,22627305.0,117811023.0,27773495.0,0.0,0.0,0.0,0.0,7.0,500.0,600.0,500.0,0.0,0.0,0.0,108.0,0.0,,0.0,2154022.0,15.0,zhoushan,3730.0,Daishan Ferry Terminal,1625.0,-1,-1.0,,29.88818066,low_speed_event,,China-People'sRepublicOf,1.0,2023,8,1
2023080700093007117931A,3,A,,,1691366942.0,1691437126.0,120.283976,29.888931,120745171.0,23668446.0,121946481.0,22627250.0,122451545.0,27977284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,,0.0,2236807.0,15.0,wenzhou,3620.0,Longwan Terminal,1797.0,-1,-1.0,120.2829,28.3547,low_speed_event,,China-People'sRepublicOf,0.0,2023,8,7
