event_id,mmsi,mmsi_cate,ship_name,imo,begin_time,end_time,begin_lng,begin_lat,end_lng,end_lat,middle_lng,middle_lat,avg_lng,avg_lat,middle_hdg,max_hdg,min_hdg,middle_sog,max_sog,middle_cog,max_cog,min_cog,max_rot,min_rot,middle_rot,point_num,avg_speed,avg_steady_speed,sailing_distance,zone_id,navistate,now_port_name,now_port_id,now_dock_name,now_dock_id,now_berth_name,now_berth_id,now_port_lng,now_port_lat,event_categories,province,country,event_cate,begin_year,begin_month,begin_day
20231201000529271116010,0,,,,1701389150,1702125380,112.74913099999999,20.158264,112749146,21610386,112750291,27963181,120789390,27963159,0,0,0,1,74,0,35280,0,0,0,0,168,0.2880263467470238,,0.01600273,2463527.0,15,,,,,,,,,low_speed_event,,,1,2023,12,1
20231209212129271116010,0,,,,1702156870,1702302487,120.78949999999999,37.42035,112749211,21610016,112750240,20158260,112750259,21610108,0,0,0,1,60,12830,35810,7660,0,0,0,27,0.4003501989413156,,6.52247623,2463527.0,15,,,,,,,120.2829,,low_speed_event,,,1,2023,12,9
20231211211529271116010,0,,,,1702329327,1702363374,120.283936,21.6097,112749440,20157965,120284005,27963150,120283967,21610557,0,0,0,0,68,18650,28860,2090,0,0,0,18,0.4683407240945841,,6.51295696,2463527.0,15,,,,,,,,22.6168,low_speed_event,,,1,2023,12,11
20231216000329271116010,0,,,,1702684980,1702797248,120.78951599999999,22.627221,120283961,27963150,112749291,21610366,120789420,21610368,0,0,0,1,64,10160,35740,0,0,0,0,181,0.0,,0.0,2463527.0,15,,,,,,,,27.9681,low_speed_event,,,1,2023,12,16
20231217141529271116010,0,,,,1702822512,1702901496,120.283986,21.609755999999997,120283971,21610581,120789566,22627266,112749740,21610383,0,0,0,1,61,17890,35720,40,0,0,0,60,0.1311677862790263,,1.71698994,2463527.0,15,,,,,,,,,low_speed_event,,,1,2023,12,17
20231218155229271116010,0,,,,1702914764,1702943642,112.749461,21.609790999999998,112749290,22627230,112749320,21609806,110681347,27963354,0,0,0,3,36,3340,33920,410,0,0,0,62,0.5206955300386541,,3.602298160000001,2463527.0,15,,,,,,,122.64185,27.9681,low_speed_event,,,1,2023,12,18
20231220000029271116010,0,,,,1703030440,1703502982,112.76377099999999,27.963365,120789615,37420231,112763771,21610410,120789411,27963146,0,0,0,1,77,23660,35720,0,0,0,0,85,0.0,,0.0,2463527.0,15,,,,,,,120.7937,,low_speed_event,,,1,2023,12,20
20231225195329271116010,0,,,,1703533992,1703573218,112.7496,21.610305,110681258,21614161,112749306,21609666,112749989,21609663,0,0,0,0,2,8080,8080,0,0,0,0,2,0.1888261408098113,,3.02961714,2463527.0,15,,,,,,,,,low_speed_event,,,1,2023,12,25
20231228000229271116010,0,,,,1703721773,1703758862,120.789566,27.963099999999997,112749450,21609671,112749200,21609616,112749779,21609650,0,0,0,1,2,12560,35460,0,0,0,0,27,0.0,,0.0,2463527.0,15,,,,,,,120.7937,27.9681,low_speed_event,,,1,2023,12,28
20231228231029271116010,0,,,,1703805010,1703931367,112.74924,21.610215999999998,112749371,21610130,122657500,21609800,112750454,21610032,0,0,0,0,1,16220,29930,4980,0,0,0,6,0.4776560167169575,6.300000000000001,11.385035959999998,2463527.0,15,,,,,,,120.7937,,low_speed_event,,,1,2023,12,28
