event_id,mmsi,mmsi_cate,ship_name,imo,begin_time,end_time,begin_lng,begin_lat,end_lng,end_lat,middle_lng,middle_lat,avg_lng,avg_lat,middle_hdg,max_hdg,min_hdg,middle_sog,max_sog,middle_cog,max_cog,min_cog,max_rot,min_rot,middle_rot,point_num,avg_speed,avg_steady_speed,sailing_distance,zone_id,navistate,now_port_name,now_port_id,now_dock_name,now_dock_id,now_berth_name,now_berth_id,now_port_lng,now_port_lat,event_categories,province,country,event_cate,begin_year,begin_month,begin_day
20230701000329911150010,0,,,,1688169782,1688323241,120.745131,27.977280999999998,122456500,27977265,120283926,22627271,119140725,27977284,0,0,0,14,14,16770,16770,13500,0,0,0,4,0.0,,0.0,2341191.0,15,qinglanshanoil,3492.0,-1,-1.0,-1,-1.0,120.7937,40.17,low_speed_event,,China-People'sRepublicOf,0,2023,7,1
20230703000129911151010,0,,,,1688342481,1688516101,119.14086599999999,25.096916,120745131,30419831,120745115,21445981,120745155,22627237,0,0,0,12,47,16810,35670,260,0,0,0,131,0.0,,0.0,2341191.0,15,qinglanshanoil,3492.0,-1,-1.0,-1,-1.0,120.7937,27.9681,low_speed_event,,China-People'sRepublicOf,0,2023,7,3
20230706000029941152010,0,,,,1688601625,1688685360,122.20251599999999,27.977216,120745201,25220376,119140781,25096916,120745158,30236166,0,0,0,0,28,0,32300,0,0,0,0,185,0.0,,0.0,2333994.0,6,,,,,,,119.0211,27.9681,low_speed_event,,,1,2023,7,6
20230707001529911151010,0,,,,1688688948,1688720935,119.146766,25.128531,119140746,25096961,122456250,25097050,119143340,25220489,0,0,0,6,50,34530,34690,8430,0,0,0,33,0.0,,0.0,2341191.0,15,qinglanshanoil,3492.0,-1,-1.0,-1,-1.0,120.7937,27.9681,low_speed_event,,China-People'sRepublicOf,0,2023,7,7
20230708003529911151010,0,,,,1688776539,1688791681,117.217821,27.977265,120283961,27977250,118114680,30420050,117218246,24329198,0,0,0,7,22,16390,34310,10130,0,0,0,25,0.0,,0.0,2337591.0,15,qinglanshanoil,3492.0,-1,-1.0,-1,-1.0,122.0256,25.0588,low_speed_event,,China-People'sRepublicOf,0,2023,7,8
20230709002529811143010,0,,,,1688862359,1688918451,120.745115,25.220391,120745115,27977281,119479571,27977250,119143924,27977279,0,0,0,3,16,27660,35810,430,0,0,0,73,0.0,,0.0,2366381.0,15,xiamen,3634.0,xiamen13,10790.0,-1,-1.0,122.4507242,30.2379,low_speed_event,,China-People'sRepublicOf,0,2023,7,9
20230701002630021126110,1,,,,1688171184,1690818741,119.14071999999999,30.236165999999997,120745115,21445981,120745165,25096950,120744552,23293825,0,0,0,1,12,0,0,0,0,0,0,268,0.0,,0.0,2427602.0,15,kaohsiung,16957.0,Penglai Commercial Harbour,2610.0,-1,-1.0,,27.9681,low_speed_event,,Taiwan-china,0,2023,7,1
2023070601062972113221C,2,C,,,1688605619,1688606680,109.52305,30.435581,122023050,30435521,120745131,30236166,120745000,25102769,0,0,0,10,17,0,1270,0,0,0,0,21,0.3412677951508726,,0.22875881,2405972.0,15,nanaoanch,3443.0,-1,-1.0,-1,-1.0,120.2829,21.4492,low_speed_event,,China-People'sRepublicOf,0,2023,7,6
2023072404332895111421C,2,C,,,1690173215,1690174452,120.745205,25.09695,117218946,25096931,122202516,27977281,120745165,27977278,0,0,0,0,0,0,0,0,0,0,0,3,0.0,,0.0,2470695.0,15,beihai,3133.0,Guangxi LNG Terminal,1900.0,-1,-1.0,109.5317,24.32369467,low_speed_event,,China-People'sRepublicOf,1,2023,7,24
2023070200003007117931A,3,A,,,1688256003,1688342046,120.745165,27.977249999999998,122454015,25096881,122023016,23293691,120283941,21445981,0,0,0,0,0,0,0,0,0,0,0,316,0.0,,0.0,2236807.0,15,wenzhou,3620.0,Longwan Terminal,1797.0,-1,-1.0,122.2021,25.0588,low_speed_event,,China-People'sRepublicOf,0,2023,7,2
