Event_id,mmsi,Mmsi_cate,Ship_name,IMO,Begin_time,End_time,Begin_lon,Begin_lat,end_lon,end_lat,Middle_lon,Middle_lat,Avg_lon,Avg_lat,Middle_hdg,Max_hdg,Min_hdg,Middle_sog,Max_sog,Middle_cog,Max_cog,Min_cog,Max_rot,Min_rot,Middle_rot,Point_num,avgSpeed,AvgSteadySpeed,SailingDist,Zone_id,Navistate,nowPortName,nowPortId,nowDockName,nowDockId,nowBerthName,nowBerthId,nowPortLon,nowPortLat,Event_categories,province,Country,Event_cate,begin_lng,begin_lat
2020625183820106171,4,,,,1593081529.0,1593150396.0,-159820640.0,-28223810.0,-159820511.0,-28223935.0,-159820640.0,-28223810.0,-159820575.50000003,-28223872.5,33500.0,33500.0,29100.0,36.0,47.0,33520.0,33520.0,29160.0,0.0,0.0,0.0,2,0.2584474142234261,,3.729834910000001,4257201.0,15.0,,,,,,,,,low_speed_event,,,1,124.62441051891793,24.744355839449337
2020619142820406081,4,,,,1592548095.0,1592558335.0,-159545226.0,-29120420.0,-159544916.0,-29123251.0,-159545140.0,-29121496.0,-159545132.0,-29121652.5,13900.0,49200.0,1500.0,37.0,38.0,34460.0,38970.0,3210.0,0.0,0.0,0.0,8,0.3156922200320791,,3.4788982500000003,4289604.0,15.0,,,,,,,,,low_speed_event,,,0,124.62453212757381,24.74426402159283
202062853419806181,4,,,,1593293681.0,1593306369.0,-160102921.0,-28151391.0,-160103370.0,-28152736.0,-160103370.0,-28152736.0,-160103220.3333333,-28152287.66666667,46900.0,46900.0,10400.0,18.0,18.0,16200.0,20680.0,16200.0,0.0,0.0,0.0,3,0.2317702163378955,,0.28687411,4253598.0,15.0,,,,,,,,,low_speed_event,,,1,124.62456683814844,24.745125534984616
20206272719906181,4,,,,1593194836.0,1593213928.0,-160026131.0,-28129736.0,-160026141.0,-28129851.0,-160026131.0,-28129736.0,-160026136.0,-28129793.5,18900.0,40200.0,18900.0,8.0,53.0,39400.0,39400.0,19780.0,0.0,0.0,0.0,2,0.1560659428316262,,0.12733548,4253599.0,15.0,,,,,,,,,low_speed_event,,,1,124.62442268348707,24.74495909853683
202062111020306171,4,,,,1592673059.0,1592754540.0,-159679646.0,-28247791.0,-159679656.0,-28247661.0,-159679646.0,-28247791.0,-159679650.99999997,-28247726.0,38500.0,38500.0,1800.0,22.0,22.0,18110.0,22280.0,18110.0,0.0,0.0,0.0,2,5.604202614346248,7.255555555555556,67.16926185,4257203.0,15.0,,,,,,,,,low_speed_event,,,1,124.6245321000863,24.74502972777002
2020628161819806181,4,,,,1593332294.0,1593409731.0,-160115551.0,-28172320.0,-160115666.0,-28172601.0,-160115551.0,-28172320.0,-160115574.0,-28172376.2,1600.0,24000.0,1600.0,17.0,38.0,1630.0,24080.0,1630.0,0.0,0.0,0.0,5,0.1893231592130752,,0.30056456,4253598.0,15.0,,,,,,,,,low_speed_event,,,1,124.6244827865458,24.74577146346163
2020628161819806181,4,,,,1593332294.0,1593403139.0,-160115551.0,-28172320.0,-160115666.0,-28172601.0,-160115551.0,-28172320.0,-160115574.0,-28172376.2,1600.0,24000.0,1600.0,17.0,38.0,1630.0,24080.0,1630.0,0.0,0.0,0.0,5,0.1893231592130752,,0.30056456,4253598.0,15.0,,,,,,,,,low_speed_event,,,1,124.62455515252167,24.7448467976248
202062141620306171,4,,,,1592684162.0,1592711704.0,-159689586.0,-28247236.0,-159690240.0,-28247366.0,-159689896.0,-28247325.0,-159689885.79999998,-28247296.6,1900.0,30100.0,1900.0,6.0,33.0,22390.0,27530.0,9670.0,0.0,0.0,0.0,5,0.2087323802904462,,0.212722,4257203.0,15.0,,,,,,,,,low_speed_event,,,0,124.62458470957951,24.745503329318513
202061642820006051,4,,,,1592252891.0,1592299428.0,-159981171.0,-29474546.0,-159983571.0,-29476535.0,-159981855.0,-29475016.0,-159981841.33333334,-29475088.5,40400.0,41200.0,3800.0,45.0,45.0,19960.0,35350.0,8910.0,0.0,0.0,0.0,12,0.2154091624665565,,0.37223078,4300400.0,15.0,,,,,,,,,low_speed_event,,,0,124.62445874053596,24.745268481532825
202062124620306171,4,,,,1592678808.0,1592689476.0,-159684895.0,-28246966.0,-159685096.0,-28247166.0,-159684906.0,-28247071.0,-159684951.5,-28247054.16666667,20400.0,35800.0,20000.0,28.0,28.0,30680.0,40500.0,2310.0,0.0,0.0,0.0,6,0.19461980599789,,0.5755955799999999,4257203.0,15.0,,,,,,,,,low_speed_event,,,0,124.62458840385818,24.745376143315724
202062605920006181,4,,,,1593104398.0,1593161200.0,-159952575.0,-28121151.0,-159952691.0,-28121300.0,-159952575.0,-28121151.0,-159952603.99999997,-28121188.250000004,28900.0,28900.0,15200.0,23.0,23.0,39140.0,39140.0,25520.0,0.0,0.0,0.0,4,3.510784213083465,6.177777777777778,41.30374375,4253600.0,15.0,,,,,,,,,low_speed_event,,,1,124.62442005551068,24.74424518737023
202061632120006051,4,,,,1592248916.0,1592282281.0,-159978526.0,-29471706.0,-159978805.0,-29472081.0,-159978631.0,-29471821.0,-159978663.66666666,-29471895.000000004,27800.0,50400.0,16800.0,25.0,41.0,7340.0,37350.0,7340.0,0.0,0.0,0.0,6,0.1793763246939913,,0.18335852,4300400.0,15.0,,,,,,,,,low_speed_event,,,0,124.62447125070723,24.744270870649387
202062222020606151,4,,,,1592763605.0,1592804708.0,-159327700.0,-28438861.0,-159328020.0,-28440526.0,-159328051.0,-28440126.0,-159328036.49999997,-28439989.66666667,9700.0,49400.0,9500.0,38.0,38.0,19940.0,39200.0,5740.0,0.0,0.0,0.0,18,0.1602065577787879,,0.31804837,4264406.0,15.0,,,,,,,,,low_speed_event,,,0,124.62450253035118,24.745676635801885
202062342519906181,4,,,,1592857513.0,1592873685.0,-160045491.0,-28192716.0,-160045726.0,-28193610.0,-160045546.0,-28193021.0,-160045587.6666667,-28193115.66666667,17200.0,36500.0,10500.0,8.0,23.0,7010.0,31050.0,7010.0,0.0,0.0,0.0,3,4.71540848007131,6.916666666666668,95.59403653999998,4253599.0,15.0,,,,,,,,,low_speed_event,,,0,124.62442249576314,24.74472794420784
202061632120006051,4,,,,1592248916.0,1592305854.0,-159978526.0,-29471706.0,-159978805.0,-29472081.0,-159978631.0,-29471821.0,-159978663.66666666,-29471895.000000004,27800.0,50400.0,16800.0,25.0,41.0,7340.0,37350.0,7340.0,0.0,0.0,0.0,6,0.1793763246939913,,0.18335852,4300400.0,15.0,,,,,,,,,low_speed_event,,,0,124.62448100334171,24.74433122531918
202062762519906181,4,,,,1593210333.0,1593268975.0,-160016426.0,-28134805.0,-160013940.0,-28134775.0,-160015081.0,-28134800.0,-160015149.0,-28134793.333333336,47500.0,49000.0,6500.0,24.0,24.0,27110.0,28580.0,6520.0,0.0,0.0,0.0,3,0.1409934685321017,,0.22985785,4253599.0,15.0,,,,,,,,,low_speed_event,,,0,124.62448349837052,24.745598419878082
202062703019906181,4,,,,1593189045.0,1593240693.0,-160029726.0,-28126676.0,-160027006.0,-28129111.0,-160028671.0,-28128136.0,-160028348.20000002,-28128120.3,13900.0,45900.0,7100.0,18.0,29.0,34450.0,38040.0,5000.0,0.0,0.0,0.0,10,0.1445700449500841,,0.22133462,4253599.0,15.0,,,,,,,,,low_speed_event,,,0,124.62459404298343,24.745128876005314
202062111020306171,4,,,,1592673059.0,1592731545.0,-159679646.0,-28247791.0,-159679656.0,-28247661.0,-159679646.0,-28247791.0,-159679650.99999997,-28247726.0,38500.0,38500.0,1800.0,22.0,22.0,18110.0,22280.0,18110.0,0.0,0.0,0.0,2,5.604202614346248,7.255555555555556,67.16926185,4257203.0,15.0,,,,,,,,,low_speed_event,,,1,124.62440500405512,24.745091720858905
202062254820606151,4,,,,1592776080.0,1592814004.0,-159329811.0,-28446941.0,-159329511.0,-28449775.0,-159329791.0,-28448290.0,-159329714.0,-28448395.66666667,1400.0,41800.0,1300.0,8.0,24.0,1450.0,36690.0,800.0,0.0,0.0,0.0,6,0.1906123740838439,,0.11776933,4264406.0,15.0,,,,,,,,,low_speed_event,,,0,124.62459498612215,24.745171181987796
2020628165519806181,4,,,,1593334507.0,1593387843.0,-160116146.0,-28174050.0,-160116211.0,-28174340.0,-160116211.0,-28174121.0,-160116200.1666667,-28174182.166666664,9900.0,32600.0,9900.0,16.0,29.0,40640.0,40640.0,7780.0,0.0,0.0,0.0,6,0.183030497761228,,0.20724383,4253598.0,15.0,,,,,,,,,low_speed_event,,,0,124.62444927250263,24.74595145419745
2020626184020006181,4,,,,1593168021.0,1593207874.0,-159987860.0,-28114855.0,-159988160.0,-28115656.0,-159989130.0,-28115306.0,-159988384.5,-28115375.83333333,23100.0,30800.0,10200.0,10.0,24.0,2690.0,32200.0,2690.0,0.0,0.0,0.0,6,0.6078089200812926,,5.04546341,4253600.0,15.0,,,,,,,,,low_speed_event,,,0,124.62441047115401,24.745379027828307
202062124620306171,4,,,,1592678808.0,1592698119.0,-159684895.0,-28246966.0,-159685096.0,-28247166.0,-159684906.0,-28247071.0,-159684951.5,-28247054.16666667,20400.0,35800.0,20000.0,28.0,28.0,30680.0,40500.0,2310.0,0.0,0.0,0.0,6,0.19461980599789,,0.5755955799999999,4257203.0,15.0,,,,,,,,,low_speed_event,,,0,124.62449627510891,24.745855539728716
202062581920206171,4,,,,1593044361.0,1593116479.0,-159792681.0,-28226100.0,-159791690.0,-28224996.0,-159791925.0,-28225281.0,-159792005.4,-28225367.8,18800.0,49200.0,14100.0,10.0,33.0,29120.0,34610.0,18510.0,0.0,0.0,0.0,5,0.0,,0.0,4257202.0,15.0,,,,,,,,,low_speed_event,,,0,124.62452441466205,24.745988174696176
2020626232419906181,4,,,,1593185081.0,1593253344.0,-160030890.0,-28124290.0,-160030578.0,-28124980.0,-160030696.0,-28124616.0,-160030717.83333334,-28124626.5,45900.0,45900.0,9200.0,19.0,32.0,4980.0,29770.0,4980.0,0.0,0.0,0.0,6,4.8473116441032085,6.041666666666667,35.42009424,4253599.0,15.0,,,,,,,,,low_speed_event,,,0,124.62452438361451,24.744744377123233
2020623151019906171,4,,,,1592896256.0,1592970462.0,-160068531.0,-28224776.0,-160068551.0,-28224926.0,-160068531.0,-28224776.0,-160068541.0,-28224851.0,31400.0,31600.0,31400.0,24.0,24.0,21170.0,21400.0,21170.0,0.0,0.0,0.0,2,0.2550960847012045,,1.95497279,4257199.0,15.0,,,,,,,,,low_speed_event,,,1,124.62457362647005,24.745512257691257
202062703019906181,4,,,,1593189045.0,1593253715.0,-160029726.0,-28126676.0,-160027006.0,-28129111.0,-160028671.0,-28128136.0,-160028348.20000002,-28128120.3,13900.0,45900.0,7100.0,18.0,29.0,34450.0,38040.0,5000.0,0.0,0.0,0.0,10,0.1445700449500841,,0.22133462,4253599.0,15.0,,,,,,,,,low_speed_event,,,0,124.62459474324494,24.744282366253323
2020619142820406081,4,,,,1592548095.0,1592631944.0,-159545226.0,-29120420.0,-159544916.0,-29123251.0,-159545140.0,-29121496.0,-159545132.0,-29121652.5,13900.0,49200.0,1500.0,37.0,38.0,34460.0,38970.0,3210.0,0.0,0.0,0.0,8,0.3156922200320791,,3.4788982500000003,4289604.0,15.0,,,,,,,,,low_speed_event,,,0,124.62442280349117,24.744727245731887
202062731019906181,4,,,,1593198619.0,1593223725.0,-160024286.0,-28131756.0,-160023786.0,-28131965.0,-160024286.0,-28131756.0,-160024036.0,-28131860.500000004,1500.0,37500.0,1500.0,24.0,24.0,22050.0,22050.0,17020.0,0.0,0.0,0.0,2,0.1502266804163749,,0.2923624,4253599.0,15.0,,,,,,,,,low_speed_event,,,1,124.62455780901169,24.74406182990025
202062731019906181,4,,,,1593198619.0,1593279454.0,-160024286.0,-28131756.0,-160023786.0,-28131965.0,-160024286.0,-28131756.0,-160024036.0,-28131860.500000004,1500.0,37500.0,1500.0,24.0,24.0,22050.0,22050.0,17020.0,0.0,0.0,0.0,2,0.1502266804163749,,0.2923624,4253599.0,15.0,,,,,,,,,low_speed_event,,,1,124.6245845498961,24.744512847573848
202062513020206171,4,,,,1593019817.0,1593086010.0,-159793266.0,-28224526.0,-159794771.0,-28226081.0,-159793266.0,-28224526.0,-159793767.66666666,-28225044.33333333,31800.0,43400.0,31800.0,8.0,22.0,31840.0,33240.0,31840.0,0.0,0.0,0.0,3,3.642658353358956,6.594444444444445,70.13609213000002,4257202.0,15.0,,,,,,,,,low_speed_event,,,1,124.62457580889209,24.74535437213499
202062731019906181,4,,,,1593198619.0,1593212747.0,-160024286.0,-28131756.0,-160023786.0,-28131965.0,-160024286.0,-28131756.0,-160024036.0,-28131860.500000004,1500.0,37500.0,1500.0,24.0,24.0,22050.0,22050.0,17020.0,0.0,0.0,0.0,2,0.1502266804163749,,0.2923624,4253599.0,15.0,,,,,,,,,low_speed_event,,,1,124.62450308686542,24.74452229515296
202062595820206171,4,,,,1593050297.0,1593112928.0,-159790546.0,-28221191.0,-159790260.0,-28218381.0,-159790311.0,-28219250.0,-159790314.18749997,-28219432.25,41800.0,51100.0,3300.0,18.0,45.0,850.0,34100.0,850.0,0.0,0.0,0.0,16,0.2079575004131023,,0.25237169,4257202.0,15.0,,,,,,,,,low_speed_event,,,0,124.62454849928857,24.744163777308678
202062683920006181,4,,,,1593131947.0,1593165009.0,-159957215.0,-28124586.0,-159956991.0,-28122415.0,-159957066.0,-28123641.0,-159957129.8666667,-28123757.46666667,43700.0,43700.0,1700.0,22.0,52.0,2770.0,40820.0,1290.0,0.0,0.0,0.0,15,0.0,,0.0,4253600.0,15.0,,,,,,,,,low_speed_event,,,0,124.62458275449148,24.744028053849522
202062762519906181,4,,,,1593210333.0,1593263228.0,-160016426.0,-28134805.0,-160013940.0,-28134775.0,-160015081.0,-28134800.0,-160015149.0,-28134793.333333336,47500.0,49000.0,6500.0,24.0,24.0,27110.0,28580.0,6520.0,0.0,0.0,0.0,3,0.1409934685321017,,0.22985785,4253599.0,15.0,,,,,,,,,low_speed_event,,,0,124.62453833955371,24.744739308001183
202061642820006051,4,,,,1592252891.0,1592272864.0,-159981171.0,-29474546.0,-159983571.0,-29476535.0,-159981855.0,-29475016.0,-159981841.33333334,-29475088.5,40400.0,41200.0,3800.0,45.0,45.0,19960.0,35350.0,8910.0,0.0,0.0,0.0,12,0.2154091624665565,,0.37223078,4300400.0,15.0,,,,,,,,,low_speed_event,,,0,124.62458987563518,24.74538332760333
202062595820206171,4,,,,1593050297.0,1593098856.0,-159790546.0,-28221191.0,-159790260.0,-28218381.0,-159790311.0,-28219250.0,-159790314.18749997,-28219432.25,41800.0,51100.0,3300.0,18.0,45.0,850.0,34100.0,850.0,0.0,0.0,0.0,16,0.2079575004131023,,0.25237169,4257202.0,15.0,,,,,,,,,low_speed_event,,,0,124.62451831418018,24.745805630197854
2020616155519906051,4,,,,1592294102.0,1592330037.0,-160016106.0,-29499041.0,-160016381.0,-29499306.0,-160016106.0,-29499041.0,-160016197.66666666,-29499129.33333333,33400.0,33400.0,7700.0,50.0,50.0,23250.0,28270.0,23250.0,0.0,0.0,0.0,3,0.2189266224856794,,2.12366619,4300399.0,15.0,,,,,,,,,low_speed_event,,,1,124.62447760850776,24.744450605561614
202062111020306171,4,,,,1592673059.0,1592722663.0,-159679646.0,-28247791.0,-159679656.0,-28247661.0,-159679646.0,-28247791.0,-159679650.99999997,-28247726.0,38500.0,38500.0,1800.0,22.0,22.0,18110.0,22280.0,18110.0,0.0,0.0,0.0,2,5.604202614346248,7.255555555555556,67.16926185,4257203.0,15.0,,,,,,,,,low_speed_event,,,1,124.62442257057242,24.744729492512324
202062884319806181,4,,,,1593305034.0,1593365718.0,-160104766.0,-28157386.0,-160105920.0,-28159530.0,-160105566.0,-28158890.0,-160105392.27272728,-28158549.36363636,38400.0,50400.0,400.0,4.0,34.0,28240.0,28660.0,400.0,0.0,0.0,0.0,11,0.0,,0.0,4253598.0,15.0,,,,,,,,,low_speed_event,,,0,124.62459427337662,24.745063228744407
