event_id,mmsi,mmsi_cate,ship_name,imo,begin_time,end_time,begin_lng,begin_lat,end_lng,end_lat,middle_lng,middle_lat,avg_lng,avg_lat,middle_hdg,max_hdg,min_hdg,middle_sog,max_sog,middle_cog,max_cog,min_cog,max_rot,min_rot,middle_rot,point_num,avg_speed,avg_steady_speed,sailing_distance,zone_id,navistate,now_port_name,now_port_id,now_dock_name,now_dock_id,now_berth_name,now_berth_id,now_port_lng,now_port_lat,event_categories,province,country,event_cate,begin_year,begin_month,begin_day
20231105000129381121010,0,,,,1699142493,1699153565,119.657005,40.167300999999995,122425050,22148850,114305181,22054616,121972126,35356970,0,0,0,0,0,19620,19620,19620,0,0,0,22,0.0,,0.0,2445538.0,0,zhuhai,3736.0,Guishan Chimbusco Terminal,1536.0,-1,-1.0,122.5409,36.8868,low_speed_event,,China-People'sRepublicOf,1,2023,11,5
20231107000429431120010,0,,,,1699315494,1699333254,121.467102,33.992599,112832497,30729800,122023031,22148850,119622069,21249651,0,0,0,2,2,0,0,0,0,0,0,31,0.0,,0.0,2449143.0,0,hongkonganch,8661.0,-1,-1.0,-1,-1.0,122.4372,29.72006,low_speed_event,,HongKong-China,0,2023,11,7
20231121001629341121010,0,,,,1700525808,1700553151,112.83359499999999,27.962830999999998,113818066,25127600,113435066,28537701,119656998,28537715,0,0,0,0,0,0,5160,0,0,0,0,40,0.0,,0.0,2445534.0,0,zhuhai,3736.0,Hongwan Port,1528.0,-1,-1.0,110.2664,,low_speed_event,,China-People'sRepublicOf,1,2023,11,21
20231126000029271116010,0,,,,1700956829,1701359993,120.78973099999999,25.110781,119624431,33992500,112832375,40158756,122140740,33992528,0,0,0,0,99,0,34590,0,0,0,0,185,0.0,,0.0,2463527.0,15,,,,,,,,22.103755,low_speed_event,,,1,2023,11,26
20231104194530191185110,1,,,,1699127136,1699147113,121.620626,28.537709999999997,121972026,21249952,116571060,28267216,120789400,20128288,0,0,0,5,10,830,35940,130,0,0,0,39,0.6654699042780321,,9.111565389999996,2215219.0,0,taizhouanch,3581.0,-1,-1.0,-1,-1.0,,,low_speed_event,,China-People'sRepublicOf,0,2023,11,4
20231114000330071179110,1,,,,1699920182,1700016845,112.83223,30.72995,121467499,25016710,113818066,40168316,112759501,28267208,0,0,0,0,0,0,0,0,0,0,0,107,0.0,,0.0,2236807.0,0,wenzhou,3620.0,Longwan Terminal,1797.0,-1,-1.0,113.8157,,low_speed_event,,China-People'sRepublicOf,0,2023,11,14
20231116000230161182110,1,,,,1700092953,1700106868,113.43533099999999,20.128227,122459100,36908431,112760176,25017281,112832297,25016995,100,100,100,1,1,0,0,0,0,0,0,11,0.0,,0.0,2226016.0,0,songmen,3565.0,-1,-1.0,-1,-1.0,120.7937,27.9681,low_speed_event,,China-People'sRepublicOf,0,2023,11,16
20231118003329961151110,1,,,,1700267596,1700270804,122.45901599999999,25.017281,110280663,40158731,122403706,28560570,112832319,21611262,0,0,0,83,85,2790,34700,0,0,0,0,60,0.3386583239368982,,0.3447828500000001,2337596.0,0,,,,,,,116.5494,40.17,low_speed_event,,,0,2023,11,18
20231119024329961150110,1,,,,1700361830,1700362551,121.972106,36.908515,112752711,22181500,120789250,27962900,114305197,40158745,0,0,0,15,15,3260,11270,3260,0,0,0,2,0.5938154098237282,,0.98977067,2341196.0,0,,,,,,,121.6226,28.661355,low_speed_event,,,0,2023,11,19
20231123000030211185110,1,,,,1700697655,1700699459,122.14076,21.249405,120789400,35357014,119623631,20128393,122445332,28560559,0,0,0,1,5,0,29790,0,0,0,0,7,0.0,,0.0,2215221.0,0,,,,,,,120.7937,,low_speed_event,,,0,2023,11,23
20231124013330241196110,1,,,,1700789597,1700869513,116.57105299999999,22.14885,122140720,40167400,120789550,35356979,122023038,40167612,0,0,0,24,47,15400,35610,0,0,0,0,200,0.0,,0.0,2136024.0,0,ningboanch,3468.0,-1,-1.0,-1,-1.0,120.2767,33.78746,low_speed_event,,China-People'sRepublicOf,1,2023,11,24
2023112700282902110111A,1,A,,,1701044906,1701049948,113.818066,21.611245999999998,116571053,28560551,121620666,25125981,113818065,22148849,6400,30400,5400,0,1,6480,30470,5480,0,0,0,5,0.0,,0.0,2517502.0,0,haikouanch,3275.0,-1,-1.0,-1,-1.0,,,low_speed_event,,China-People'sRepublicOf,0,2023,11,27
20231106000830241269210,2,,,,1699229315,1699316844,112.760031,22.054581,120789516,21270734,122140746,22181381,120789509,22054603,0,0,0,4,8,900,17900,800,0,0,0,118,0.0,,0.0,1912824.0,0,shidao,3538.0,Shidao Port,1434.0,-1,-1.0,,35.3836,low_speed_event,,China-People'sRepublicOf,0,2023,11,6
20231113000030141301210,2,,,,1699833613,1699841195,120.3853,21.269999,120385300,28537731,121972186,21270069,116571056,27963020,22700,154000,300,13,52,22760,26410,370,0,0,0,16,0.0,,0.0,1797614.0,0,,,,,,,121.80955,22.1644,low_speed_event,,,0,2023,11,13
20231117003529651253210,2,,,,1700181342,1700202867,110.28083,28.26721,113435050,27963081,122425200,27963116,122425179,36908602,51100,51100,51100,0,1,13320,35990,150,0,0,0,42,0.0,,0.0,1970365.0,0,jining,3355.0,-1,-1.0,-1,-1.0,,,low_speed_event,,China-People'sRepublicOf,1,2023,11,17
20231118000029281112310,3,,,,1700265600,1700279081,122.02303099999999,22.181181,112831161,21613116,119657005,33992599,121468389,25121191,51100,51100,51100,29,63,28420,28420,10010,0,0,0,12,0.0,,0.0,2477928.0,0,,,,,,,113.4532,22.1291,low_speed_event,,,0,2023,11,18
20231119000629281112310,3,,,,1700352401,1700368127,122.42516599999999,28.560589999999998,119656991,22054616,110281013,21611210,113435175,29689077,51100,51100,51100,23,30,12230,22090,6290,0,0,0,11,0.0,,0.0,2477928.0,0,,,,,,,,27.9681,low_speed_event,,,0,2023,11,19
20231123030330071179310,3,,,,1700708588,1700735047,119.616895,27.962881,122023041,20128349,121470966,36908750,121620663,22181278,0,0,0,0,0,0,0,0,0,0,0,29,0.0,,0.0,2236807.0,0,wenzhou,3620.0,Longwan Terminal,1797.0,-1,-1.0,122.0256,20.09382,low_speed_event,,China-People'sRepublicOf,0,2023,11,23
2023110100003020130141A,4,A,,,1698796856,1698883188,114.30518099999999,35.356956,121620666,28267200,120385399,21249613,110280859,21270210,25000,25000,25000,0,0,4250,4250,4250,0,0,0,26,0.0,,0.0,1797620.0,15,yingkou,3694.0,CNOOC Yingkou Terminal,1864.0,-1,-1.0,,,low_speed_event,,China-People'sRepublicOf,0,2023,11,1
2023110200073003123941A,4,A,,,1698883656,1698969265,120.78949999999999,40.158730999999996,114305200,27963066,112832443,28819096,120385293,27963028,0,0,0,11,18,22410,32810,0,0,0,0,338,0.0,,0.0,2020803.0,0,sheyang,3536.0,-1,-1.0,-1,-1.0,114.19805,28.3547,low_speed_event,,China-People'sRepublicOf,0,2023,11,2
