event_id,mmsi,mmsi_cate,ship_name,imo,begin_time,end_time,begin_lng,begin_lat,end_lng,end_lat,middle_lng,middle_lat,avg_lng,avg_lat,middle_hdg,max_hdg,min_hdg,middle_sog,max_sog,middle_cog,max_cog,min_cog,max_rot,min_rot,middle_rot,point_num,avg_speed,avg_steady_speed,sailing_distance,zone_id,navistate,now_port_name,now_port_id,now_dock_name,now_dock_id,now_berth_name,now_berth_id,now_port_lng,now_port_lat,event_categories,province,country,event_cate,begin_year,begin_month,begin_day
20230101000030201202010,0,,,,1672531236,1672543250,124.6245,24.745,122062416,30198231,122102320,30198265,119778906,24344593,0,0,0,0,0,0,0,0,0,0,0,18,0.0,,0.0,2154020.0,15,gaoting,3260.0,-1,-1.0,berth4,48174.0,122.0610186,26.302265,low_speed_event,,China-People'sRepublicOf,1,2023,1,1
20230102000130261201010,0,,,,1672617662,1672675127,108.35483099999999,24.449831,122281381,26293431,121872731,24449831,121913721,29942670,0,0,0,0,35,0,21810,0,0,0,0,118,0.0,,0.0,2157626.0,15,,,,,,,122.0610186,,low_speed_event,,,1,2023,1,2
20230103000430241202010,0,,,,1672704251,1672775891,122.31086599999999,21.464949999999998,118284100,24449831,122684866,30293550,122281373,29019621,0,0,0,4,95,33700,33700,0,0,0,0,78,0.0,,0.0,2154020.0,15,changtuisland,3164.0,-1,-1.0,-1,-1.0,108.63145,24.324064,low_speed_event,,China-People'sRepublicOf,1,2023,1,3
20230104004130201202010,0,,,,1672792918,1672812807,122.44442,30.198231,118247866,29940500,118284100,29125281,118248334,30198257,0,0,0,0,0,0,0,0,0,0,0,8,0.0,,0.0,2154020.0,15,gaoting,3260.0,-1,-1.0,berth4,48174.0,122.3092626,30.2931014,low_speed_event,,China-People'sRepublicOf,1,2023,1,4
20230105052230231199010,0,,,,1672896153,1672905478,122.68485,30.293566,121919666,21464516,108697981,22627321,108697976,30198256,0,0,0,0,0,18180,35040,990,0,0,0,16,0.5455581435375686,,2.26070916,2164823.0,15,ningbo,3467.0,NINGBO34,12700.0,-1,-1.0,108.3535573,29.735125,low_speed_event,,China-People'sRepublicOf,1,2023,1,5
20230109000430261201010,0,,,,1673222641,1673289107,122.137,29.0046,122137131,29162100,108705866,29944366,108354015,30007879,0,34000,0,0,255,0,34250,0,0,0,0,213,0.0,,0.0,2157626.0,15,,,,,,,118.229994,29.94303702,low_speed_event,,,1,2023,1,9
20230110180430211200010,0,,,,1673373843,1673391830,122.0624,30.293566,108353200,22627205,122062400,18682050,122137040,30434722,0,31100,0,0,3,0,34870,0,0,0,0,49,0.5002399815587449,7.2,5.36848358,2161221.0,0,ningbo,3467.0,NINGBO30,12704.0,-1,-1.0,121.99545,21.44122,low_speed_event,,China-People'sRepublicOf,0,2023,1,10
20230127001730191190010,0,,,,1674778666,1674785428,122.28136599999999,29.941515,108697966,30434835,120283951,30198281,122062408,29672393,0,0,0,0,28,0,34400,0,0,0,0,8,0.0,,0.0,2197219.0,15,shipuanch,3548.0,-1,-1.0,-1,-1.0,,21.5593714,low_speed_event,,China-People'sRepublicOf,0,2023,1,27
20230128000730181191010,0,,,,1674864470,1674929528,120.283991,30.29355,122444411,30293550,122684850,24344431,122102288,30293565,0,0,0,69,94,25080,35510,0,0,0,0,219,0.0,,0.0,2193618.0,15,shipu,3547.0,Dongxing Peroleum,2328.0,-1,-1.0,122.13845,,low_speed_event,,China-People'sRepublicOf,1,2023,1,28
20230129001030201202010,0,,,,1674951014,1675180752,122.0624,30.29355,122102240,29672316,122136966,29940500,122684861,18682015,0,0,0,0,1,0,0,0,0,0,0,182,0.0,,0.0,2154020.0,15,gaoting,3260.0,-1,-1.0,berth4,48174.0,,22.6168,low_speed_event,,China-People'sRepublicOf,0,2023,1,29
20230106001029971162110,1,,,,1672963841,1672964484,118.247981,30.198249999999998,119778981,24344850,108354831,30293566,122062403,22627283,35400,35400,16800,0,30,35400,35400,16810,0,0,0,2,0.0,,0.0,2297997.0,15,lianjianganch,3389.0,-1,-1.0,-1,-1.0,122.0610186,30.2931014,low_speed_event,,China-People'sRepublicOf,1,2023,1,6
20230107003630221199100,1,,,,1673051769,1673051828,122.68485,21.5518,122310781,30293581,122444586,29672550,122472580,30293567,0,0,0,0,1,0,0,0,0,0,0,2,0.0,,0.0,2164822.0,15,ningbo,3467.0,NINGBO94,12648.0,-1,-1.0,118.113644,29.926545,stop_event_poly,,China-People'sRepublicOf,1,2023,1,7
20230115000230021126110,1,,,,1673740941,1675180702,108.70583099999999,24.344081,120283991,18681931,122313800,30007861,122444434,21550940,0,0,0,0,10,0,0,0,0,0,0,693,0.0,,0.0,2427602.0,15,kaohsiung,16957.0,Penglai Commercial Harbour,2610.0,-1,-1.0,121.8652,24.530901,low_speed_event,,Taiwan-china,0,2023,1,15
2023010701112886108621A,2,A,,,1673053885,1673074036,121.91964999999999,18.682066,122062400,21550081,122062400,30198265,122684855,21464827,0,0,0,5,5,18150,21320,150,0,0,0,3,0.0,,0.0,2571486.0,15,,,,,,,,30.42581305,low_speed_event,,,0,2023,1,7
2023011200012887111421A,2,A,,,1673481677,1673483101,122.0624,29.1622,122684850,29004431,122684850,21465016,121885790,29940500,0,0,0,0,38,1030,20260,1030,0,0,0,3,0.0,,0.0,2470687.0,15,qinzhouanch,3497.0,-1,-1.0,-1,-1.0,122.4455525,30.2931014,low_speed_event,,China-People'sRepublicOf,1,2023,1,12
2023011700152982114421A,2,A,,,1673914507,1674559386,108.697981,22.627266,122062400,30007971,121914800,30434671,118283221,29166430,0,0,0,0,4,0,15360,0,0,0,0,189,0.0,,0.0,2362782.0,15,liuwudian,3400.0,-1,-1.0,-1,-1.0,121.8525,30.0007313,low_speed_event,,China-People'sRepublicOf,1,2023,1,17
20230101002529821143310,3,,,,1672532706,1672615518,122.062416,30.43452,122062416,29941581,122062416,30293566,122311722,30226739,0,0,0,4,16,0,34530,0,0,0,0,69,0.0,,0.0,2366382.0,15,houshi,3304.0,-1,-1.0,-1,-1.0,120.2829,,low_speed_event,,China-People'sRepublicOf,0,2023,1,1
