event_id,mmsi,mmsi_cate,ship_name,imo,begin_time,end_time,begin_lng,begin_lat,end_lng,end_lat,middle_lng,middle_lat,avg_lng,avg_lat,middle_hdg,max_hdg,min_hdg,middle_sog,max_sog,middle_cog,max_cog,min_cog,max_rot,min_rot,middle_rot,point_num,avg_speed,avg_steady_speed,sailing_distance,zone_id,navistate,now_port_name,now_port_id,now_dock_name,now_dock_id,now_berth_name,now_berth_id,now_port_lng,now_port_lat,event_categories,province,country,event_cate,begin_year,begin_month,begin_day
20230503033130021126010,0,,,,1683084691,1683094396,118.94999999999999,25.096411,119141411,23748521,119147666,22627221,119145743,25220425,0,0,0,0,0,0,0,0,0,0,0,2,0.0,,0.0,2427602.0,15,kaohsiung,16957.0,kaohsiung9,11641.0,-1,-1.0,120.2829,25.0588,low_speed_event,,Taiwan-china,1,2023,5,3
20230505000429891148010,0,,,,1683245043,1683280844,119.31329099999999,25.220399999999998,119141426,22627201,120244435,25096480,117518925,25124662,0,0,0,0,1,6620,6620,6620,0,0,0,209,0.0,,0.0,2348389.0,15,quanzhouanch,3499.0,-1,-1.0,-1,-1.0,120.2584258,23.36101,low_speed_event,,China-People'sRepublicOf,1,2023,5,5
20230507000729941152010,0,,,,1683418032,1683433114,120.28396099999999,22.627236,117135330,25096476,120283961,22627256,120283971,22627247,0,0,0,0,0,0,0,0,0,0,0,29,0.0,,0.0,2333994.0,6,,,,,,,116.9886,22.6168,low_speed_event,,,0,2023,5,7
20230508000329911150010,0,,,,1683504215,1683647767,119.47957099999999,22.627246,118949991,22627240,119313291,25096461,120283947,22627258,0,0,0,3,3,12990,12990,4020,0,0,0,2,0.0,,0.0,2341191.0,15,qinglanshanoil,3492.0,-1,-1.0,-1,-1.0,119.0211,25.0588,low_speed_event,,China-People'sRepublicOf,0,2023,5,8
20230512000329941152010,0,,,,1683849812,1683880189,117.135306,22.62725,119479586,22627246,119141451,24876390,120244322,25096463,0,0,0,0,0,0,0,0,0,0,0,4,0.0,,0.0,2333994.0,6,,,,,,,119.0211,22.6168,low_speed_event,,,0,2023,5,12
20230513000029941152010,0,,,,1683936052,1683936770,119.141571,23.371555999999998,119479560,25126131,118949996,25126050,119479561,25100700,0,0,0,0,0,0,0,0,0,0,0,3,0.0,,0.0,2333994.0,6,,,,,,,119.0211,25.0588,low_speed_event,,,1,2023,5,13
20230515000729931151010,0,,,,1684109253,1684122347,120.28401099999999,25.096460999999998,120283976,25126131,119479560,22627281,119142700,25126115,18900,18900,6500,1,39,18900,18900,6630,0,0,0,2,0.0,,0.0,2337593.0,0,,,,,,,120.2829,25.0588,low_speed_event,,,1,2023,5,15
20230518003329911151010,0,,,,1684370008,1684414548,119.145466,25.220406,119313451,22645620,119141560,25220401,119145494,25126127,0,0,0,2,123,10520,28330,9590,0,0,0,12,0.0,,0.0,2337591.0,15,qinglanshanoil,3492.0,-1,-1.0,-1,-1.0,,,low_speed_event,,China-People'sRepublicOf,0,2023,5,18
20230520000129911151010,0,,,,1684540892,1684556453,119.47955999999999,25.126081,120283975,25220406,117518876,25123000,119143517,25220403,0,0,0,2,7,17000,20350,13190,0,0,0,3,0.0,,0.0,2337591.0,15,qinglanshanoil,3492.0,-1,-1.0,-1,-1.0,119.0211,,low_speed_event,,China-People'sRepublicOf,0,2023,5,20
20230523000229911151010,0,,,,1684800127,1684829517,120.28395099999999,25.12615,119479546,25220445,119145500,23371521,118949993,23371525,0,0,0,9,9,22090,22090,4760,0,0,0,3,0.0,,0.0,2337591.0,15,qinglanshanoil,3492.0,-1,-1.0,-1,-1.0,120.2829,,low_speed_event,,China-People'sRepublicOf,0,2023,5,23
20230528003929911151010,0,,,,1685234371,1685281648,119.47957099999999,25.126099999999997,120283951,22627225,117135326,25220420,120283939,23748557,0,0,0,6,34,25520,34590,3500,0,0,0,35,0.0,,0.0,2341191.0,15,qinglanshanoil,3492.0,-1,-1.0,-1,-1.0,,22.6168,low_speed_event,,China-People'sRepublicOf,0,2023,5,28
20230530000029911151010,0,,,,1685404849,1685441878,119.14156,25.126130999999997,120244210,25106105,119145600,25126150,120283954,22627255,0,0,0,12,17,29270,29850,4990,0,0,0,10,0.0,,0.0,2337591.0,15,qinglanshanoil,3492.0,-1,-1.0,-1,-1.0,,,low_speed_event,,China-People'sRepublicOf,0,2023,5,30
20230531002229911151010,0,,,,1685492537,1685536468,119.145466,22.627211,119145500,24876366,120283971,23748561,120283931,24876382,0,0,0,7,23,14470,35690,1070,0,0,0,42,0.0,,0.0,2341191.0,15,qinglanshanoil,3492.0,-1,-1.0,-1,-1.0,120.2829,22.6168,low_speed_event,,China-People'sRepublicOf,0,2023,5,31
2023050100153002112611C,1,C,,,1682900122,1682984842,119.14145099999999,23.748594999999998,119141411,23371535,120283981,25220410,119141431,25106023,0,0,0,2,23,0,0,0,0,0,0,96,0.0,,0.0,2427602.0,0,kaohsiung,16957.0,Penglai Commercial Harbour,2610.0,-1,-1.0,119.0211,22.61646095,low_speed_event,,Taiwan-china,0,2023,5,1
2023050500253002112611C,1,C,,,1683246322,1683329964,117.518901,24.876365999999997,120284005,25096481,119479560,25096441,119145550,22627260,0,0,0,0,14,0,0,0,0,0,0,196,0.0,,0.0,2427602.0,15,kaohsiung,16957.0,Penglai Commercial Harbour,2610.0,-1,-1.0,119.0444,22.6168,low_speed_event,,Taiwan-china,0,2023,5,5
2023050701012975113711C,1,C,,,1683421263,1683796129,120.28399499999999,25.096446,119145531,25126081,120284005,22627306,119142034,25105629,0,0,0,1,12,0,31350,0,0,0,0,412,0.0,,0.0,2387975.0,15,dongshan,3221.0,Dadong Petrochemical Terminal,1645.0,-1,-1.0,119.0211,23.7504,low_speed_event,,China-People'sRepublicOf,1,2023,5,7
2023051200352971113311C,1,C,,,1683851719,1683852552,120.283946,25.220385999999998,120283981,22627221,119141400,25096446,117135329,22627254,0,0,0,5,23,30390,30540,10080,0,0,0,13,0.0,,0.0,2402371.0,15,nanaoanch,3443.0,-1,-1.0,-1,-1.0,120.2829,25.0588,low_speed_event,,China-People'sRepublicOf,0,2023,5,12
2023051606213002112611C,1,C,,,1684218082,1684626922,119.14555,22.627321,119145500,25096495,120283911,22627236,119313371,22645863,0,0,0,2,17,0,18590,0,0,0,0,280,0.2875079400165568,,0.00724743,2427602.0,15,kaohsiung,16957.0,Penglai Commercial Harbour,2610.0,-1,-1.0,,25.0588,low_speed_event,,Taiwan-china,1,2023,5,16
2023052200043002112611C,1,C,,,1684713861,1684721434,120.244435,22.646106,119145516,25220401,119141440,22646106,119479563,25111274,0,0,0,0,5,0,0,0,0,0,0,34,0.0,,0.0,2427602.0,0,kaohsiung,16957.0,Penglai Commercial Harbour,2610.0,-1,-1.0,117.5123,24.77362,low_speed_event,,Taiwan-china,0,2023,5,22
2023052300003002112611C,1,C,,,1684800022,1685546122,119.145466,25.105940999999998,117518961,25126166,119479560,25105941,119479559,25220404,0,0,0,0,10,0,0,0,0,0,0,225,0.0,,0.0,2427602.0,15,kaohsiung,16957.0,Penglai Commercial Harbour,2610.0,-1,-1.0,119.0211,25.0588,low_speed_event,,Taiwan-china,0,2023,5,23
